"org.apache.pulsar.metadata.LockManagerTest.revalidateLockOnDifferentSession",94
"org.apache.pulsar.metadata.LockManagerTest.revalidateLockWithinSameSession",45
"org.apache.pulsar.metadata.LockManagerTest.updateValue",45
"org.apache.pulsar.metadata.ZKSessionTest.testReacquireLocksAfterSessionLost",29
"org.apache.pulsar.broker.stats.ManagedCursorMetricsTest.testCursorReadWriteMetrics",23
"org.apache.pulsar.client.api.ClientErrorsTest.testProducerReconnect",20
"org.apache.pulsar.client.api.SimpleProducerConsumerTest.testRedeliveryOfFailedMessages",19
"org.apache.pulsar.client.api.DeadLetterTopicTest.testDeadLetterTopic",19
"org.apache.pulsar.client.api.ClientDeduplicationFailureTest.testClientDeduplicationCorrectnessWithFailure",19
"org.apache.pulsar.client.api.SimpleProducerConsumerTest.testConcurrentConsumerReceiveWhileReconnect",19
"org.apache.pulsar.client.api.ClientDeduplicationFailureTest.testClientDeduplicationWithBkFailure",19
"org.apache.pulsar.client.api.DeadLetterTopicTest.testDeadLetterTopicByCustomTopicName",19
"org.apache.pulsar.client.api.SimpleProducerConsumerTest.testRedeliveryFailOverConsumer",19
"org.apache.pulsar.client.impl.SequenceIdWithErrorTest.testCheckSequenceId",19
"org.apache.pulsar.broker.stats.ManagedCursorMetricsTest.testManagedCursorMetrics",19
"org.apache.pulsar.client.api.v1.V1_ProducerConsumerTest.testActiveAndInActiveConsumerEntryCacheBehavior",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testAsyncBatchReceivePartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testBatchReceiveNonPartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testBatchReceiveAndRedeliveryPartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testBatchReceivePartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testBatchReceiveAndRedeliveryNonPartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.testAsyncBatchReceiveNonPartitionedTopic",18
"org.apache.pulsar.client.api.ConsumerBatchReceiveTest.verifyBatchSizeIsEqualToPolicyConfiguration",18
"org.apache.pulsar.broker.stats.PrometheusMetricsTest.testDuplicateMetricTypeDefinitions",16
"org.apache.pulsar.client.api.KeySharedSubscriptionTest.testRemoveFirstConsumer",12
"org.apache.pulsar.client.impl.MultiTopicsReaderTest.testReaderWithTimeLong",11
"org.apache.pulsar.client.impl.RawReaderTest.testReadCancellationOnClose",11
"org.apache.pulsar.client.api.KeySharedSubscriptionTest.testWithMessageCompression",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.noBatchProduceCommitTest",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.txnIndividualAckTestNoBatchAndSharedSub",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.batchProduceCommitTest",11
"org.apache.pulsar.client.impl.MultiTopicsReaderTest.testReadMessageWithBatchingWithMessageInclusive",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.txnMessageAckTest",11
"org.apache.pulsar.broker.service.RackAwareTest.testPlacement",11
"org.apache.pulsar.client.impl.RawReaderTest.testAcknowledgeWithProperties",11
"org.apache.pulsar.client.impl.RawReaderTest.testBatchingRebatch",11
"org.apache.pulsar.client.impl.MultiTopicsReaderTest.testKeyHashRangeReader",11
"org.apache.pulsar.client.impl.RawReaderTest.testRawReader",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.produceAndConsumeCloseStateTxnTest",11
"org.apache.pulsar.client.impl.TransactionEndToEndTest.txnIndividualAckTestBatchAndSharedSub",11
